0,0,0,-90,5.61719982697252e-18
2.5,0.214285714285714,0.142857142857143,-88.5714285714286,5.61719982697252e-18
5,0.428571428571429,0.285714285714286,-87.1428571428571,5.61719982697252e-18
7.5,0.642857142857143,0.428571428571429,-85.7142857142857,5.61719982697252e-18
10,0.857142857142857,0.571428571428571,-84.2857142857143,5.61719982697252e-18
12.5,1.07142857142857,0.714285714285714,-82.8571428571429,5.61719982697252e-18
15,1.28571428571429,0.857142857142857,-81.4285714285714,5.61719982697252e-18
17.5,1.5,1,-80,5.61719982697252e-18
20,1.71428571428571,1.14285714285714,-78.5714285714286,0.138129399298635
22.5,1.92857142857143,1.28571428571429,-77.1428571428571,0.22567771578602
25,2.14285714285714,1.42857142857143,-75.7142857142857,0.290262309901871
27.5,2.35714285714286,1.57142857142857,-74.2857142857143,0.344329861938725
30,2.57142857142857,1.71428571428571,-72.8571428571429,0.358776384215356
32.5,2.78571428571429,1.85714285714286,-71.4285714285714,0.425646338591947
35,3,2,-70,0.5
0,0,0,-80,5.61719982697252e-18
2.5,0.214285714285714,0.142857142857143,-77.8571428571429,0.185957594275054
5,0.428571428571429,0.285714285714286,-75.7142857142857,0.290262309901871
7.5,0.642857142857143,0.428571428571429,-73.5714285714286,0.369548930180943
10,0.857142857142857,0.571428571428571,-71.4285714285714,0.445658234383066
12.5,1.07142857142857,0.714285714285714,-69.2857142857143,0.5
15,1.28571428571429,0.857142857142857,-67.1428571428571,0.5
17.5,1.5,1,-65,0.5
20,1.71428571428571,1.14285714285714,-62.8571428571429,0.5
22.5,1.92857142857143,1.28571428571429,-60.7142857142857,0.5
25,2.14285714285714,1.42857142857143,-58.5714285714286,0.528232711306256
27.5,2.35714285714286,1.57142857142857,-56.4285714285714,0.577508258868811
30,2.57142857142857,1.71428571428571,-54.2857142857143,0.640893582003147
32.5,2.78571428571429,1.85714285714286,-52.1428571428571,0.58431871141503
35,3,2,-50,0.5
0,0,0,-60,0.5
2.5,0.214285714285714,0.142857142857143,-57.8571428571429,0.543799496878785
5,0.428571428571429,0.285714285714286,-55.7142857142857,0.59629317418287
7.5,0.642857142857143,0.428571428571429,-53.5714285714286,0.668496360739922
10,0.857142857142857,0.571428571428571,-51.4285714285714,0.797732259352917
12.5,1.07142857142857,0.714285714285714,-49.2857142857143,0.983583184329625
15,1.28571428571429,0.857142857142857,-47.1428571428571,0.98828444435581
17.5,1.5,1,-45,0.992620768593193
20,1.71428571428571,1.14285714285714,-42.8571428571429,0.996527794106585
22.5,1.92857142857143,1.28571428571429,-40.7142857142857,0.842293037742603
25,2.14285714285714,1.42857142857143,-38.5714285714286,0.746533789035189
27.5,2.35714285714286,1.57142857142857,-36.4285714285714,0.675827110770239
30,2.57142857142857,1.71428571428571,-34.2857142857143,0.640893582003147
